account_name,isin,accounting_year,g_S1,g_S2,FACTSET_ENTITY_ID
Duratex S/A,BRDTEXACNOR3,2015,198272.6,101936.19,086DVT-E
E.ON SE,DE000ENAG999,2015,7.9983033e7,3633055,003715-E
E.I. du Pont de Nemours and Company,US2635341090,2015,3.680489e6,2751657,000HT4-E
East Japan Railway Company,JP3783600004,2015,1.08e6,0,003JNB-E
Ecolab Inc.,US2788651006,2015,440206.0,262396,000HXM-E
Eastman Chemical Company,US2774321002,2015,5.940915e6,786571,0019JD-E
easyJet,GB00B7KR2P84,2015,6.1e6,,05HMGC-E
Eaton Corporation,IE00B8KQN827,2015,126000.0,848200,000HWL-E
Eaton Corporation,IE00B8KQN827,2015,126000.0,848200,00DZZ3-E
eBay Inc.,US2786421030,2015,45567.0,135308,0024V8-E
EDP - Energias do Brasil S.A.,BRENBRACNOR2,2015,3.63874763e6,440853.87,0663NL-E
Eurobank Ergasias SA,GRS323003012,2015,649.38,40395.76,05HJMN-E
EDP - Energias de Portugal S.A.,PTEDP0AM0009,2015,2.1550378e7,2641018,05HH9S-E
Eiffage,FR0000130452,2015,519199.0,57591,05HW8B-E
Elec & Eltek Co Ltd,SG1B09007736,2015,3942.05,153741.6,05HZWC-E
Electrocomponents,GB0003096442,2015,5100.0,1400,05HKMS-E
Electrolux,SE0000103814,2015,85267.0,287714,05HHFZ-E
Ekornes ASA,NO0003035305,2015,1105.0,2715,05HZMC-E
"Eisai Co., Ltd.",JP3160400002,2015,34931.0,93747,003JNC-E
EDF,FR0010242511,2015,6.0204967e7,315520,05HHCW-E
Eli Lilly & Co.,US5324571083,2015,471745.0,1073762,000P56-E
Elementis plc,GB0002418548,2015,208610.0,78750,05J1LN-E
EMC Corporation,US2686481027,2015,54160.0,380819,000HZY-E
Elisa Oyj,FI0009007884,2015,429.9,74241.7,05HXDY-E
Eltek AS,NO0003109407,2015,1817.0,3044,05J3LG-E
ElringKlinger AG,DE0007856023,2015,23020.0,64100,05J399-E
ENAGAS,ES0130960018,2015,272728.0,32444,05JLQW-E
Emera Inc.,CA2908761018,2015,1.0644246e7,129122,0032MZ-E
Emera Inc.,CA2908761018,2015,1.0644246e7,129122,003MHW-E
Emerson Electric Co.,US2910111044,2015,170617.0,583350,000J0M-E
EnBW Energie Baden-Württemberg AG,DE0005220008,2015,1.6529e7,1098000,05PCZC-E
ENEL SpA,IT0003128367,2015,1.19508728e8,653912,0031L0-E
Endesa,ES0130670112,2015,3.392152e7,834130,003HR3-E
Enerplus Corporation,CA2927661025,2015,696953.0,199337,0BCB9P-E
Eni SpA,IT0003132476,2015,4.1562443e7,609250,05DZHK-E
"EOG Resources, Inc.",US26875P1012,2015,5.191571e6,,002M9F-E
Ercros,ES0125140A14,2015,280840.0,384525,05HTSQ-E
ERG S.p.A,IT0001157020,2015,1.230604e6,10688,05HHXZ-E
Ericsson,SE0000108656,2015,82600.0,182550,0011BD-E
Essar Steel Limited,INE127A01021,2015,7.599035e6,1318645,05J9BS-E
Essar Oil,INE011A01019,2015,5.836531e6,12536,05J9WP-E
Essilor International,FR0000121667,2015,16743.0,331799,05H41M-E
Estee Lauder Companies Inc.,US5184391044,2015,28273.0,57986,00172R-E
Euromoney Institutional Investor PLC,GB0006886666,2015,4200.0,2400,05HZPF-E
EVN AG,AT0000741053,2015,2.396633e6,351610,05HWY1-E
Exelon Corporation,US30161N1019,2015,7.677225e6,8082297,002W5H-E
Exelon Corporation,US30161N1019,2015,7.677225e6,8082297,000T6T-E
Expeditors International of Washington,US3021301094,2015,5703.22,43413.08,000JF5-E
Exxon Mobil Corporation,US30231G1022,2015,1.18e8,8000000,002Q0G-E
Exxaro Resources Ltd,ZAE000084992,2015,235179.0,521905,05HX0N-E
Exxaro Resources Ltd,ZAE000084992,2015,235179.0,521905,06LX2G-E
"Fast Retailing Co., Ltd.",JP3802300008,2015,11767.0,122130,05HWKM-E
Fairchild Semiconductor,US3037261035,2015,161957.0,141685,001P09-E
Fanuc Corporation,JP3802400006,2015,6626.0,,05HWCD-E
Fifth Third Bancorp,US3167731005,2015,14668.0,130099,000JND-E
FedEx Corporation,US31428X1063,2015,1.3751187e7,970981,001TR0-E
FERROVIAL,ES0118900010,2015,515133.0,108258,08D377-E
Fiat Chrysler Automobiles NV,NL0010877643,2015,1.12148e6,,002SZC-E
Fiat Chrysler Automobiles NV,NL0010877643,2015,1.12148e6,,00G6FT-E
Leonardo,IT0003856405,2015,272914.0,107315,000JP9-E
Finnair,FI0009003230,2015,2.68174e6,,05HZWM-E
Finning International Inc.,CA3180714048,2015,55179.0,42578,003NXF-E
Essentra,GB00B0744359,2015,11102.0,106341,0079YK-E
FirstGroup Plc,GB0003452173,2015,2.29829e6,87886,05HWSD-E
FirstEnergy Corporation,US3379321074,2015,4.8803395e7,,001H0J-E
First Solar Inc,US3364331070,2015,11949.0,448774,008FJT-E
Flowserve Corporation,US34354P1057,2015,23825.0,110143,000D30-E
Fisher & Paykel Healthcare Corporation,NZFAPE0001S2,2015,95.66,7919.7,003DH6-E
Firstrand Limited,ZAE000066304,2015,10319.95,268556.79,05HWGT-E
Fomento de Construcciones y Contratas,ES0122060314,2015,9.711807e6,681449,05HLL9-E
Foncière des Régions,FR0000064578,2015,1706.0,3143,05J2MP-E
Fletcher Building,NZFBUE0001S0,2015,919379.0,370971,003PC2-E
Flextronics International,SG9999000020,2015,30383.0,1102411,0015XK-E
FLSmidth & Co. A/S,DK0010234467,2015,13460.0,33450,05HZ4Y-E
Fluor Corporation,US3434121022,2015,9468.0,54164,0035XX-E
Fortum Oyj,FI0009007132,2015,1.9182e7,85400,05HJM0-E
Ford Motor Company,US3453708600,2015,1.407403e6,3313898,000KN2-E
Fortescue Metals Group,AU000000FMG4,2015,1.551153e6,374093,05JSN7-E
FP Corporation,JP3167000003,2015,10227.0,171710,05HYYX-E
"Franklin Resources, Inc.",US3546131018,2015,7968.0,28224,000KRC-E
Fraport AG,DE0005773303,2015,39700.0,246708,05HM2F-E
Orange,FR0000133308,2015,339961.0,1155796,0011MS-E
Fred. Olsen Energy ASA,NO0003089005,2015,148618.6,239.1,05J0L6-E
Fresnillo plc,GB00B2QPKJ12,2015,421409.0,,00B49F-E
FSP Technology Inc.,TW0003015004,2015,1295.39,15982.29,05SCX9-E
"Fuji Electric Co., Ltd.",JP3820000002,2015,106906.0,216122,05WR0S-E
Fujikura Ltd.,JP3811000003,2015,25213.49,,05HWXV-E
SUBARU CORPORATION,JP3814800003,2015,307517.0,,05HWHX-E
SUBARU CORPORATION,JP3814800003,2015,334206.0,,05HWHX-E
FUJIFILM Holdings Corporation,JP3814000000,2015,652228.0,0,05HWBW-E
FUJI OIL HOLDINGS INC.,JP3816400000,2015,512928.0,,05HXSQ-E
Fujitsu Ltd.,JP3818000006,2015,191600.0,686400,001R4R-E
"Furukawa Electric Co., Ltd.",JP3827200001,2015,150248.0,398901,002KZY-E
Vifor Pharma AG,CH0364749348,2015,6173.0,2754,05HZQ4-E
GAIL,INE129A01019,2015,2.549022e6,420835.31,05JZZP-E
G4S Plc,GB00B01FLG62,2015,336665.0,131672,0065S2-E
Galp Energia SA,PTGAL0AM0009,2015,3.758365e6,,05KB5L-E
Gap Inc.,US3647601083,2015,29572.0,475964,000KWJ-E
Gas Natural SDG SA,ES0116870314,2015,2.2779327e7,1330308,05HDYL-E
Gemalto,NL0000400653,2015,3300.0,49036,06B2GP-E
Geberit AG,CH0030170408,2015,137259.0,114171,05HXB6-E
ENGIE,FR0010208488,2015,1.32757296e8,4679285,05HX40-E
ENGIE,FR0010208488,2015,1.32757296e8,4679285,06X2JD-E
Gecina,FR0010040865,2015,7346.0,12910,05HWRV-E
General Cable Corp,US3693001089,2015,64283.0,156490,001LZ4-E
General Mills Inc.,US3703341046,2015,316437.0,784719,000KYW-E
General Motors Company,US37045V1008,2015,2.054543e6,5483117,0801VG-E
General Electric Company,US3696041033,2015,1.961e6,,000KYG-E
"Genworth Financial, Inc.",US37247D1063,2015,458.0,12713,05SK38-E
Georg Fischer,CH0001752309,2015,252000.0,430000,05HYVW-E
George Weston Limited,CA9611485090,2015,92093.0,87718,05H62K-E
Givaudan SA,CH0010645932,2015,99740.0,82737,05HL4J-E
Gerresheimer AG,DE000A0LD6E6,2015,255245.0,323580,06SPLV-E
Getinge AB,SE0000202624,2015,40789.0,20551,05HXMJ-E
"GIGA-BYTE TECHNOLOGY CO.,LTD",TW0002376001,2015,576.89,28879.18,05HXC8-E
GKN,GB0030646508,2015,274000.0,1068000,003LFR-E
GlaxoSmithKline,GB0009252882,2015,880959.0,741066,05FT2R-E
Glory Ltd.,JP3274400005,2015,1057.15,,05HZ23-E
Go-Ahead Group,GB0003753778,2015,394622.0,641842,05N531-E
Godrej Consumer Products,INE102D01028,2015,42773.0,35883,05K476-E
Godrej Industries,INE233A01035,2015,42337.0,40607,05JF9R-E
Gold Fields Limited,ZAE000018123,2015,529588.0,620359,05HQ0P-E
Golden Agri-Resources,MU0117U00026,2015,1.602926e6,,05J2PF-E
Goldcorp Inc.,CA3809564097,2015,714865.0,620580,001PHK-E
Goldman Sachs Group Inc.,US38141G1040,2015,11900.0,221964,002615-E
"Alphabet, Inc.",US02079K1079,2015,66991.0,2694531,003JLG-E
"Alphabet, Inc.",US02079K1079,2015,66991.0,2694531,0FPWZZ-E
Goodyear Tire & Rubber Company,US3825501014,2015,1.639685e6,1629224,000L54-E
GPT Group,AU000000GPT8,2015,13107.0,169508,060D92-E
Grainger plc,GB00B04V1276,2015,580.0,1413,004MKG-E
Great-West Lifeco Inc.,CA39138C1068,2015,10293.0,12821,003V24-E
Greggs,GB00B63QSB39,2015,35869.0,89375,05HYZC-E
Growthpoint Properties,ZAE000179420,2015,68.83,2140.27,05Q9XS-E
GRIFOLS,ES0171996087,2015,85531.0,113055,00394S-E
Grindrod Ltd,ZAE000072328,2015,444631.0,17313,0610BL-E
Group Five Ltd,ZAE000027405,2015,57738.0,51094,05JDZR-E
Groupe Eurotunnel,FR0010533075,2015,248822.48,5863.2,06TDCT-E
Aimia Inc.,CA00900Q1037,2015,988.0,3617.4,00791K-E
Grupo Carso S.A.,MXP461181085,2015,2.72,,003HV4-E
"Grupo Bimbo, S.A.B. de C.V.",MXP495211262,2015,995799.0,302162,05HWJD-E
Grupo Televisa S.A.,MXP4987V1378,2015,0.0,0,001L8S-E
GS Engineering & Construction,KR7006360002,2015,74022.0,66056,05HZL7-E
GS Yuasa Corporation,JP3385820000,2015,22331.0,135253,05X4YN-E
H&M Hennes & Mauritz AB,SE0000106270,2015,9308.0,497830,05HFMB-E
H.B. Fuller,US3596941068,2015,60623.0,68112,000KT8-E
Halliburton Company,US4062161017,2015,3.210371e6,286465,000LDD-E
Halma,GB0004052071,2015,3955.0,15083,05HXRL-E
"The Hachijuni Bank, Ltd.",JP3769000005,2015,2588.91,10755.94,05HWLP-E
Hamamatsu Photonics K.K.,JP3771800004,2015,14969.19,0,05HWXB-E
Hammerson,GB0004065016,2015,6171.0,28763,05HM7N-E
Caesars Entertainment,US1276861036,2015,235760.0,779269,0CFM5L-E
Hang Seng Bank,HK0011000095,2015,0.0,25910,003QB7-E
Hankook Tire Co Ltd,KR7161390000,2015,250838.0,951398,0CSJHY-E
Hannover Rück SE,DE0008402215,2015,0.0,266,003JZH-E
Harman International Industries Inc,US4130861093,2015,5746.0,49139,000LGX-E
Harmony Gold Mining Co Ltd,ZAE000015228,2015,66902.0,2686401,003KHX-E
"The Hartford Financial Services Group, Inc.",US4165151048,2015,19071.0,31561,0012PR-E
"Hasbro, Inc.",US4180561072,2015,5297.0,9466,000LJT-E
HCL Technologies,INE860A01027,2015,31862.0,127178,05HX7J-E
Hellenic Telecommunication Organisation SA,GRS260333000,2015,29553.0,274700,003KSM-E
HeidelbergCement AG,DE0006047004,2015,5.4246676e7,4446595,05HL4P-E
Heineken NV,NL0000009165,2015,1.03405e6,619873,003J84-E
Janus Henderson Group PLC,JE00B3CM9527,2015,0.0,2148,07GCWC-E
Henkel AG & Co. KGaA,DE0006048432,2015,349000.0,318000,002PBB-E
Hera,IT0001250932,2015,1.471359e6,205395,06GCRL-E
Hess Corporation,US42809H1077,2015,5.082481e6,552110,000BVL-E
Hikma Pharmaceuticals,GB00B0LCW083,2015,3693.0,16807,007PH9-E
"Hitachi Construction Machinery Co., Ltd.",JP3787000003,2015,41157.62,0,05HZY1-E
"Hitachi, Ltd.",JP3788600009,2015,773517.0,2922136,000LQ5-E
"Hitachi Chemical Company, Ltd.",JP3785000005,2015,145112.0,547076,05HWLL-E
Hindusthan National Glass Industries Limited,INE952A01022,2015,681593.29,321117.65,05M21L-E
"Hino Motors, Ltd.",JP3792600003,2015,157010.0,224500,003SWG-E
Hindustan Zinc,INE267A01025,2015,4.470196e6,218265,05J0CK-E
"Hirose Electric Co., Ltd.",JP3799000009,2015,2143.0,32334,05HWJ7-E
Hitachi High-Technologies Corporation,JP3678800008,2015,5855.0,,05HWSF-E
HOCHTIEF AG,DE0006070006,2015,2.684202e6,225382,002M19-E
LafargeHolcim Ltd,CH0012214059,2015,1.64465688e8,15179845,05HHBS-E
LafargeHolcim Ltd,CH0012214059,2015,1.64465688e8,15179845,0FKYKN-E
"The Home Depot, Inc.",US4370761029,2015,398049.0,1996935,000LR9-E
Hosken Consolidated Investments,ZAE000003257,2015,112822.22,300608.45,05J4RG-E
Home Retail Group,GB00B19NKB76,2015,89232.0,132672,06KDWR-E
Lotte Chemical Corp,KR7011170008,2015,4.199336e6,1431627,05HZ79-E
Honeywell International Inc.,US4385161066,2015,3.526031e6,1736106,002Q2X-E
Honda Motor Company,JP3854600008,2015,1.33e6,3660000,003JW8-E
Hong Kong Aircraft Engineering,HK0044000302,2015,67477.0,81495,05HZXG-E
"Host Hotels & Resorts, Inc.",US44107P1049,2015,112947.0,367348,06FMKM-E
HSBC Holdings plc,GB0005405286,2015,43370.0,551064,002J95-E
Huber + Suhner AG,CH0030380734,2015,5328.0,,05J10Q-E
HudBay Minerals Inc.,CA4436281022,2015,188076.0,267221,0615S6-E
Humana Inc.,US4448591028,2015,15718.0,106158,000LV7-E
Huhtamäki Oyj,FI0009000459,2015,217000.0,525000,003MF9-E
SK Hynix,KR7000660001,2015,1.889051e6,2997368,05HZ74-E
Huntington Bancshares Incorporated,US4461501045,2015,10089.0,63355,000LVH-E
Husky Energy Inc.,CA4480551031,2015,1.19e7,2430000,003LB1-E
Hyprop Investments Ltd,ZAE000190724,2015,6325.0,31718,05VCXX-E
Hyundai E&C,KR7000720003,2015,421556.0,168813,05HXK5-E
Hyundai Heavy Industries Co Ltd,KR7009540006,2015,385210.0,574065,05HX1D-E
Iberdrola SA,ES0144580Y14,2015,3.1741261e7,970944,05HFXJ-E
Hyundai Motor Co,KR7005380001,2015,816952.0,1753243,001MFB-E
"Hyundai Securities Co., Ltd.",KR7003450004,2015,0.0,0,05HYTL-E
"Hyundai Marine & Fire Insurance Co., Ltd.",KR7001450006,2015,2705.0,19652,05J0C9-E
Hyundai Mobis Co Ltd,KR7012330007,2015,30617.0,261617,05HWZG-E
Hyundai Steel Co,KR7004020004,2015,1.4157457e7,5415766,05HZ3P-E
IAMGOLD Corporation,CA4509131088,2015,478569.0,1106,06LJ3H-E
"Ibiden Co., Ltd.",JP3148800000,2015,124200.0,593000,05HWW7-E
"Ibiden Co., Ltd.",JP3148800000,2015,127100.0,632900,05HWW7-E
ICADE,FR0000035081,2015,4015.0,10196,070ZLB-E
ID Logistics,FR0010929125,2015,23202.0,35463,08V0XH-E
Idacorp Inc,US4511071064,2015,5.494941e6,10073,0020L3-E
Idacorp Inc,US4511071064,2015,5.494941e6,10073,002PNP-E
Impala Platinum Holdings,ZAE000083648,2015,349000.0,3001522,05HWGZ-E
Impax Environmental Markets,GB0031232498,2015,0.0,57.8,05KBJ4-E
Imerys,FR0000120859,2015,1.658845e6,1046760,05HWRW-E
IHI Corporation,JP3134800006,2015,80792.0,,05HWN4-E
IMI plc,GB00BGLP8L22,2015,18250.0,43000,05HWXP-E
IGM Financial Inc.,CA4495861060,2015,477.0,22,05G8F7-E
IHS Inc,US4517341073,2015,455.0,23403,006VQS-E
Illovo Sugar Ltd,ZAE000083846,2015,378521.0,165104,05J0PZ-E
Independence Group,AU000000IGO4,2015,37180.0,18245,060TXG-E
Imperial Holdings,ZAE000067211,2015,865432.59,218636.52,05HX9Z-E
Imperial Oil,CA4530384086,2015,1.0902225e7,1005616,003MTY-E
"IMS Health, Inc.",US44970B1098,2015,0.0,0,00FWDJ-E
Incitec Pivot,AU000000IPL1,2015,2.3495347e6,355915.6,05HZ21-E
Indian Hotels Co. Ltd.,INE053A01029,2015,82239.0,,05J28Q-E
Indian Oil Corporation,INE242A01010,2015,1.2801293e7,105178,003KJ3-E
INDRA A,ES0118594417,2015,6115.0,23587,05HX7R-E
Inditex,ES0148396007,2015,22996.0,,05HFQP-E
ING Group,NL0011821202,2015,21367.0,110586,001RVZ-E
INDUS Holding AG,DE0006200108,2015,143.0,51,05HR85-E
Industrial Bank of Korea,KR7024110009,2015,10952.0,52197,05HWPM-E
Industrivärden,SE0000190126,2015,0.0,22.7,05HQGY-E
Infigen Energy,AU000000IFN8,2015,466.0,2554,06BV4C-E
Infosys Limited,INE009A01021,2015,17950.0,160184,002C0D-E
Ingenico,FR0000125346,2015,7514.0,8197,001G7R-E
Inmarsat,GB00B09LSH68,2015,977.9,12140.6,0658S3-E
Inpex Corporation,JP3294460005,2015,733099.88,58214.07,07F597-E
International Business Machines (IBM),US4592001014,2015,354046.0,1693791,000N1N-E
Intel Corporation,US4581401001,2015,1.052575e6,2440452,000N01-E
Intact Financial Corporation,CA45823T1066,2015,5276.0,8831,05KBY0-E
Insurance Australia Group,AU000000IAG3,2015,10600.0,38161,05HWLD-E
Invesco Ltd,BMG491BT1088,2015,11288.0,2195,0033W4-E
International Flavors & Fragrances Inc.,US4595061015,2015,118984.0,138574,000N1Z-E
International Paper Company,US4601461035,2015,8.9e6,4600000,000N29-E
Intertek Group,GB0031638363,2015,63728.0,137024,0025VF-E
Intesa Sanpaolo S.p.A,IT0000072618,2015,43929.67,165726.07,003FNP-E
Intesa Sanpaolo S.p.A,IT0000072618,2015,43929.67,165726.07,06MSXC-E
Intuit Inc.,US4612021034,2015,4112.0,20347,0011HX-E
Ipsos,FR0000073298,2015,3804.0,12876,05HZLW-E
Isagen S.A. E.S.P.,COE16PA00016,2015,1.058776e6,2686,06FFV7-E
ITC Limited,INE154A01025,2015,1.059277e6,187187,003JK0-E
ISS,DK0060542181,2015,107647.0,18626,062N2M-E
Isuzu Motors Limited,JP3137200006,2015,124931.0,97248,05HXN6-E
Italcementi,IT0001465159,2015,2.9189561e7,2031205,05HGX8-E
Itausa Investimentos Itau S.A.,BRITSAACNPR7,2015,351950.71,249291.71,05HWYX-E
Itaú Unibanco Holding S.A.,BRITUBACNPR1,2015,9872.0,96154,00BSDK-E
Jabil Inc.,US4663131039,2015,37095.0,1285413,0012RM-E
Jain Irrigation Systems,INE175A01038,2015,127872.0,172046,05K4ZN-E
Japan Tobacco Inc.,JP3726800000,2015,339783.0,,05HWC6-E
JBS S/A,BRJBSSACNOR8,2015,4.445098e6,1779980.77,06J41J-E
JCDecaux SA.,FR0000077919,2015,31772.0,133877,05HWK3-E
Jerónimo Martins SGPS SA,PTJMT0AE0001,2015,237941.0,747975,05HZ0L-E
JKX Oil and Gas,GB0004697420,2015,339149.0,568,002ZD1-E
JM AB,SE0000806994,2015,4704.0,,05HY7L-E
Johnson Matthey,GB00BZ4BQC70,2015,204370.0,257883,05H8TL-E
Johnson & Johnson,US4781601046,2015,449668.0,802590,000NB6-E
Johnson Controls,US4783661071,2015,860485.0,1512576,000NB8-E
JLL,US48020Q1076,2015,16784.0,11494,002FQ3-E
LIXIL Group Corporation,JP3626800001,2015,293426.0,437105,05HWFM-E
JSE Ltd,ZAE000079711,2015,78.4,9272,008CDX-E
JPMorgan Chase & Co.,US46625H1005,2015,82525.0,979445,0035K2-E
JSR Corporation,JP3385980002,2015,681074.0,721082,05HWN9-E
Jubilant Life Sciences Ltd,INE700A01033,2015,774733.0,140132,05JF28-E
Julius Bär Group LTD,CH0102484968,2015,1358.0,4186,08587L-E
JTEKT Corporation,JP3292200007,2015,113639.0,653660,06CW0V-E
"Juniper Networks, Inc.",US48203R1041,2015,4302.0,121191,002G82-E
Karoon Gas Australia,AU000000KAR6,2015,55761.0,201,0066RY-E
KAO Corporation,JP3205800000,2015,666000.0,,05HWC1-E
Kajima Corporation,JP3210200006,2015,203723.0,74384,05HWKB-E
KAZ Minerals,GB00B0HZPV38,2015,386238.0,528637,007MY0-E
KB Financial Group,KR7105560007,2015,23560.0,152693,00BHM0-E
"Kawasaki Kisen Kaisha, Ltd.",JP3223800008,2015,1.3267268e7,30561,05HXRN-E
"Kawasaki Heavy Industries, Ltd.",JP3224200000,2015,175718.88,98187,05FLZC-E
KBC Group,BE0003565737,2015,33684.91,53758.14,0622GR-E
KDDI Corporation,JP3496400007,2015,1.081568e6,230936,002TG2-E
Kasikornbank,TH0016010009,2015,8926.43,91458,05GGL6-E
KCC,KR7002380004,2015,1.097242e6,389205,05HXF0-E
Keller,GB0004866223,2015,168392.13,9031.5,05J0K0-E
Kellogg Company,US4878361082,2015,553784.0,751225,000NH1-E
Kemira Corporation,FI0009004824,2015,169554.0,907494,05HXKW-E
Kier Group,GB0004915632,2015,112651.0,17189,05J06S-E
Kesko Corporation,FI0009000202,2015,43302.0,223789,05HZ28-E
KeyCorp,US4932671088,2015,11638.0,51920,000NSX-E
Kirin Holdings Co Ltd,JP3258000003,2015,497383.0,,003SXG-E
Kikkoman Corporation,JP3240400006,2015,88734.0,56181,05HX97-E
Kimco Realty,US49446R1095,2015,2533.71,53690.94,000NVT-E
Kimberly-Clark Corporation,US4943681035,2015,2.234217e6,2680331,000NVS-E
Kingfisher,GB0033195214,2015,156062.0,246775,05HGT0-E
Kingspan Group PLC,IE0004927939,2015,45339.0,65864,05HZQY-E
Kinross Gold Corporation,CA4969024047,2015,777346.0,573789,000NW6-E
"Kintetsu Group Holdings Co.,Ltd.",JP3260800002,2015,48339.0,623223,05HWFF-E
KLA-Tencor Corporation,US4824801009,2015,1561.0,16901,001NWQ-E
Klabin S/A,BRKLBNACNPR9,2015,426289.0,140620,003JLR-E
Klepierre,FR0000121964,2015,16189.0,111473,05HWZ3-E
Klöckner & Co SE,DE000KC01000,2015,0.0,,0024GP-E
KNOLL INC,US4989042001,2015,23815.0,,0016B4-E
Korea Gas Corp,KR7036460004,2015,456413.0,352277,05HXHR-E
Kohl's Corporation,US5002551043,2015,40510.0,790164,000NX1-E
"Kokuyo Co., Ltd.",JP3297000006,2015,8780.34,36816.82,05HX4J-E
Komatsu Ltd.,JP3304200003,2015,90248.0,,002MQ1-E
Kone Oyj,FI0009013403,2015,99700.0,43200,05HX0F-E
Konecranes,FI0009005870,2015,42500.0,19300,05HZJ9-E
Kongsberg Gruppen ASA,NO0003043309,2015,943.0,10094,05HZT2-E
"Konica Minolta, Inc.",JP3300600008,2015,167360.0,224298,05HWMB-E
Kontron AG,DE0006053952,2015,1071.03,1446.26,05HS11-E
Korea Electric Power Corp,KR7015760002,2015,1.148999e6,160256,00191K-E
Kotak Mahindra Bank,INE237A01028,2015,89.91,16975.61,05J27F-E
Krasnoyarskaya GES OAO,RU0009085922,2015,0.0,0,065MN8-E
Kurita Water Industries Ltd.,JP3270000007,2015,27460.0,175872,05HWWV-E
"Kuraray Co., Ltd.",JP3269600007,2015,1.173e6,,05HWL9-E
Kroger,US5010441013,2015,2.505002e6,4063977,000NXL-E
Krones AG,DE0006335003,2015,10979.0,27185,05HRC2-E
KSB AG,DE0006292006,2015,13303.0,22336,05J4GT-E
KT Corporation,KR7030200000,2015,41355.0,1054698,05DZG9-E
Kuehne + Nagel International AG,CH0025238863,2015,70800.0,,05HWWX-E
Kubota Corporation,JP3266400005,2015,329700.0,356800,001JJB-E
Kumba Iron Ore,ZAE000085346,2015,693961.0,509736,008RN7-E
L'Oréal,FR0000120321,2015,61040.0,144236,05H41J-E
LANXESS AG,DE0005470405,2015,1.643e6,4508000,006NX1-E
Larsen & Toubro,INE018A01030,2015,381690.0,295345,05HXPL-E
Lassila & Tikanoja,FI0009010854,2015,43876.0,202,05J0K7-E
Las Vegas Sands Corporation,US5178341070,2015,244964.0,793047,006C9Y-E
"Lawson, Inc.",JP3982100004,2015,6000.0,,05HWJ9-E
LEGRAND,FR0010307819,2015,53443.0,112503,064R06-E
"Legg Mason, Inc.",US5249011058,2015,178.0,3820,000P26-E
CIMIC Group,AU000000CIM7,2015,1.901373e6,97914,05HWY4-E
Legal and General Investment Management,GB0005603997,2015,7825.38,42589.45,002J79-E
Lerøy Seafood Group,NO0003096208,2015,14157.0,7887,05K63M-E
Intu Properties plc,GB0006834344,2015,5595.0,35797,09KQZ9-E
Liberty Holdings Ltd (incorporating Liberty Life Group Ltd),ZAE000127148,2015,2772.0,32875,05HXR3-E
"Lexmark International, Inc.",US5297711070,2015,20996.0,112737,0019PR-E
LG Chem Ltd,KR7051910008,2015,4.911332e6,3754418,05HWPF-E
LG Electronics,KR7066570003,2015,411762.0,698372,000P3W-E
LG Household & Health Care,KR7051901007,2015,5917.0,37201,05HZK0-E
LG Uplus,KR7032640005,2015,6714.0,1023956,09X8GB-E
Lincoln National Corporation,US5341871094,2015,3789.0,13567,000P5T-E
LIGHT SA,BRLIGTACNOR2,2015,31779.69,377989.32,007VQR-E
"L Brands, Inc.",US5017971046,2015,27721.0,286484,000P59-E
Link Real Estate Investment Trust,HK0823032773,2015,0.0,,006M9Q-E
Lion Corporation,JP3965400009,2015,60367.0,,05HXCM-E
Lloyds Banking Group,GB0008706128,2015,57761.0,241008,07JRZL-E
Lite-On Technology,TW0002301009,2015,17205.97,364671.34,05HX62-E
Lojas Renner S.A.,BRLRENACNOR1,2015,3451.78,23531.75,05K029-E
Lojas Americanas S/A,BRLAMEACNPR6,2015,44476.0,32727,05J3LP-E
Loblaw Companies Limited,CA5394811015,2015,528150.0,460467,003HRX-E
Lockheed Martin Corporation,US5398301094,2015,233439.0,897840,000P7N-E
London Stock Exchange,GB00B0SWJX34,2015,1173.0,24344,05HWPZ-E
Lonza Group AG,CH0013841017,2015,409800.0,296400,05HJQ3-E
"Lowe's Companies, Inc.",US5486611073,2015,367518.0,2321532,000P9L-E
Lundbeck A/S,DK0010287234,2015,7025.0,15042,00455M-E
Lundin Petroleum,SE0000825820,2015,98530.0,1735,05J3WN-E
Lundin Mining Corporation,CA5503721063,2015,270531.0,454896,06LBVF-E
Magna International Inc.,CA5592224011,2015,415736.0,1244537,000PCN-E
Mahindra & Mahindra,INE101A01026,2015,32622.0,157542,05J1P0-E
Magyar Telekom Nyrt.,HU0000073507,2015,25493.0,25591,05HWHN-E
Malayan Banking,MYL1155OO000,2015,4704.24,38890.54,05HWD4-E
Manitoba Telecom Services,CA5634861093,2015,8044.0,179,003R6Y-E
Marks and Spencer Group plc,GB0031274896,2015,182309.0,327855,05G2M9-E
"Marriott International, Inc.",US5719032022,2015,680718.0,3234409,001YRD-E
Manulife Financial Corp.,CA56501R1064,2015,377899.0,272677,003L9F-E
MAPFRE,ES0124244E34,2015,14042.93,39123.14,003HWW-E
Maple Leaf Foods Inc.,CA5649051078,2015,105607.0,46648,003NJ1-E
Marfrig Global Foods S/A,BRMRFGACNOR0,2015,392912.22,284389.48,06JQ36-E
Marine Harvest Group,NO0003054108,2015,101185.0,54373,05J03W-E
"Marsh & McLennan Companies, Inc.",US5717481023,2015,7921.0,86001,000PH0-E
Marshalls,GB00B012BV22,2015,39228.0,16595,05HYXR-E
